,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression
,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore
Paper_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,7.615,0.06,295.0,0.2119,0.0085,0.1059,0.0,3.481,0.21,244.0,0.4293,0.1269,0.1818,0.0,4.39,0.03,183.0,0.2701,0.0058,0.1437,0.0,2.23,0.0,151.0,0.4848,0.1492,0.2559,0.0
744,4.618,0.04,164.0,0.1949,0.0218,0.1155,0.0,1.955,0.02,129.0,0.4299,0.1038,0.1776,0.0,0.434,0.01,4.0,0.0233,0.0,0.0233,0.0,1.125,0.0,64.0,0.4698,0.1497,0.3356,0.0
745,4.464,0.04,177.0,0.2198,0.0166,0.1154,0.0,1.915,0.0,103.0,0.4164,0.0974,0.1933,0.0,7.077,0.02,282.0,0.1909,0.0125,0.0996,0.0,1.747,0.01,116.0,0.509,0.1227,0.2509,0.0
746,2.191,0.0,81.0,0.134,0.0,0.0861,0.0,1.471,0.0,91.0,0.4115,0.0966,0.1818,0.0,8.017,0.0,273.0,0.1763,0.0093,0.1021,0.0,1.82,0.03,109.0,0.4071,0.0893,0.1947,0.0
747,3.447,0.41,129.0,0.2177,0.0,0.1129,0.0,1.207,0.01,66.0,0.4142,0.1677,0.2485,0.0,4.668,0.02,169.0,0.1849,0.0138,0.1027,0.0,1.379,0.02,75.0,0.4545,0.1839,0.2727,0.0
748,14.419,0.0,592.0,0.1402,0.0125,0.0926,0.0,2.138,0.0,108.0,0.4794,0.1434,0.2697,0.0,2.117,0.0,66.0,0.1466,0.0087,0.1121,0.0,1.858,0.0,102.0,0.4751,0.2085,0.3142,0.0
749,4.294,0.07,166.0,0.2411,0.0331,0.126,0.0,1.831,0.0,93.0,0.4535,0.1348,0.2082,0.0,3.691,0.0,147.0,0.2242,0.0178,0.1062,0.0,1.328,0.02,78.0,0.3937,0.127,0.2362,0.0
750,3.583,0.02,124.0,0.2231,0.0,0.1077,0.0,1.195,0.02,74.0,0.2888,0.0757,0.1711,0.0,3.836,0.28,150.0,0.242,0.0072,0.1495,0.0,1.179,0.02,77.0,0.3979,0.1164,0.2199,0.0
751,8.881,0.07,362.0,0.2333,0.0234,0.1267,0.0,1.824,0.0,129.0,0.4472,0.1,0.1988,0.0,1.043,0.0,21.0,0.0826,0.0185,0.055,0.0,2.585,0.0,173.0,0.4687,0.1041,0.218,0.0
752,0.897,0.0,24.0,0.0747,0.0167,0.0415,0.0,3.522,0.0,181.0,0.4539,0.1203,0.1646,0.0,8.401,0.0,319.0,0.2414,0.0208,0.1207,0.0,1.411,0.02,76.0,0.2945,0.0828,0.1507,0.0
753,10.407,0.05,420.0,0.1716,0.0059,0.0947,0.0,1.728,0.0,102.0,0.4654,0.1835,0.2327,0.0,2.979,0.0,113.0,0.1877,0.0059,0.1056,0.0,2.049,0.0,109.0,0.4233,0.1543,0.2699,0.0
754,3.052,0.11,111.0,0.1846,0.0155,0.1,0.0,1.741,0.01,122.0,0.3608,0.0553,0.1882,0.0,5.502,0.02,220.0,0.1852,0.0213,0.1005,0.0,1.08,0.03,65.0,0.3249,0.0513,0.1726,0.0
755,14.49,0.0,597.0,0.1671,0.0233,0.109,0.0,1.321,0.0,78.0,0.2759,0.0386,0.1379,0.0,1.073,0.0,28.0,0.1033,0.019,0.0939,0.0,1.667,0.0,109.0,0.2474,0.0138,0.1237,0.0
756,5.127,0.0,192.0,0.2469,0.0099,0.1284,0.0,77.351,0.0,3806.0,0.0574,0.0116,0.0357,0.0,2.16,0.0,75.0,0.2247,0.0,0.1199,0.0,2.228,0.0,138.0,0.452,0.1308,0.2105,0.0
757,4.447,0.0,61.0,0.1273,0.0,0.0818,0.0,3.945,0.0,159.0,0.4013,0.0757,0.1818,0.0,3.405,0.04,107.0,0.2098,0.0,0.1329,0.0,1.076,0.01,57.0,0.3585,0.1524,0.2736,0.0
758,4.034,0.14,135.0,0.2305,0.0116,0.121,0.0,1.098,0.01,62.0,0.3374,0.1411,0.2305,0.0,0.812,0.04,13.0,0.0508,0.0,0.0406,0.0,2.65,0.02,185.0,0.4754,0.1099,0.224,0.0
759,6.781,0.05,254.0,0.2614,0.025,0.1245,0.0,1.839,0.0,108.0,0.3973,0.122,0.202,0.0,1.182,0.02,39.0,0.1217,0.0088,0.087,0.0,1.935,0.01,127.0,0.3683,0.0639,0.1905,0.0
760,1.278,0.02,38.0,0.0669,0.0084,0.0502,0.0,6.711,0.3,335.0,0.2867,0.0274,0.1263,0.0,10.762,0.05,440.0,0.1848,0.0059,0.0968,0.0,1.479,0.0,73.0,0.2889,0.0448,0.1481,0.0
761,3.14,0.0,117.0,0.2013,0.0131,0.1104,0.0,1.701,0.0,126.0,0.4319,0.1204,0.299,0.0,1.057,0.02,29.0,0.0762,0.0096,0.0667,0.0,1.864,0.0,115.0,0.3618,0.0412,0.2116,0.0
762,9.08,0.0,337.0,0.1375,0.0126,0.0833,0.0,1.627,0.0,81.0,0.4615,0.1111,0.2637,0.0,4.618,0.01,145.0,0.2014,0.0217,0.1079,0.0,2.085,0.03,120.0,0.4455,0.0826,0.2273,0.0
763,1.801,0.03,70.0,0.1645,0.0087,0.0866,0.0,1.132,0.02,65.0,0.424,0.1488,0.2212,0.0,9.584,0.0,404.0,0.1656,0.0163,0.0974,0.0,1.561,0.0,101.0,0.3906,0.1024,0.1953,0.0
764,1.571,0.0,41.0,0.131,0.0,0.0952,0.0,6.009,0.0,411.0,0.281,0.1039,0.1405,0.0,8.285,0.0,342.0,0.1443,0.0161,0.0962,0.0,1.631,0.0,100.0,0.367,0.0741,0.1743,0.0
765,7.972,0.0,321.0,0.1464,0.0,0.0921,0.0,11.193,0.0,751.0,0.154,0.0333,0.0735,0.0,3.218,0.0,127.0,0.2222,0.008,0.1032,0.0,1.601,0.0,99.0,0.5243,0.2059,0.2524,0.0
766,10.936,0.0,436.0,0.2712,0.0309,0.1279,0.0,2.232,0.0,151.0,0.3381,0.125,0.1851,0.0,1.322,0.0,39.0,0.0579,0.0045,0.049,0.0,1.186,0.0,70.0,0.2004,0.0713,0.1461,0.0
767,2.238,0.0,83.0,0.1469,0.0082,0.1061,0.0,4.284,0.0,286.0,0.2998,0.0376,0.1358,0.0,4.176,0.0,150.0,0.2073,0.0123,0.1402,0.0,1.307,0.0,70.0,0.2895,0.0796,0.1754,0.0
768,0.568,0.03,5.0,0.0112,0.0,0.0112,0.0,1.493,0.0,99.0,0.4428,0.1784,0.2362,0.0,1.958,0.0,79.0,0.1797,0.0157,0.1016,0.0,1.556,0.0,108.0,0.3901,0.1,0.1844,0.0
769,4.092,0.02,153.0,0.1928,0.0145,0.106,0.0,1.337,0.0,72.0,0.3312,0.1111,0.1948,0.0,5.517,0.0,205.0,0.2123,0.0128,0.0977,0.0,1.402,0.0,72.0,0.2932,0.0852,0.1368,0.0
770,4.299,0.0,161.0,0.2507,0.0164,0.109,0.0,1.552,0.0,107.0,0.5053,0.2049,0.3228,0.0,2.438,0.0,98.0,0.2369,0.0211,0.1115,0.0,8.242,0.0,612.0,0.2253,0.0452,0.1176,0.0
771,3.532,0.0,141.0,0.2605,0.028,0.1209,0.0,42.299,0.07,2493.0,0.1544,0.0536,0.0832,0.0,2.421,0.0,90.0,0.1939,0.0223,0.1108,0.0,2.685,0.0,96.0,0.337,0.0667,0.1602,0.0
772,7.59,0.03,290.0,0.2033,0.0122,0.1057,0.0,1.74,0.02,79.0,0.477,0.1941,0.2762,0.0,5.141,0.05,208.0,0.229,0.0153,0.1272,0.0,1.393,0.02,79.0,0.4711,0.175,0.2645,0.0
773,0.63,0.02,9.0,0.0244,0.0,0.0244,0.0,1.803,0.0,77.0,0.3448,0.1478,0.2069,0.0,7.379,0.0,267.0,0.1756,0.0086,0.1113,0.0,2.652,0.0,181.0,0.4836,0.1141,0.2567,0.0
774,2.92,0.0,106.0,0.2384,0.0467,0.1523,0.0,1.312,0.0,70.0,0.3187,0.1285,0.1833,0.0,8.26,0.0,322.0,0.2509,0.0222,0.1328,0.0,1.27,0.0,88.0,0.4815,0.1493,0.2296,0.0
775,5.1,0.0,196.0,0.1905,0.0064,0.1143,0.0,1.582,0.0,86.0,0.3757,0.1229,0.2431,0.0,5.509,0.0,210.0,0.1957,0.0062,0.0979,0.0,1.286,0.02,79.0,0.3837,0.0588,0.1628,0.0
776,3.189,0.0,113.0,0.2201,0.0,0.1258,0.0,1.051,0.0,52.0,0.3115,0.0826,0.2049,0.0,5.955,0.0,219.0,0.2773,0.0183,0.1182,0.0,1.512,0.0,87.0,0.4468,0.15,0.2624,0.0
777,7.497,0.0,317.0,0.2031,0.0157,0.1055,0.0,8.659,0.02,652.0,0.219,0.0488,0.1241,0.0,1.167,0.0,38.0,0.132,0.0103,0.0914,0.0,1.393,0.0,82.0,0.3071,0.1004,0.1826,0.0
778,10.974,0.11,449.0,0.1489,0.0032,0.0874,0.0,0.942,0.0,46.0,0.3333,0.1125,0.1975,0.0,1.989,0.04,78.0,0.1818,0.0102,0.1111,0.0,1.369,0.0,75.0,0.4167,0.1368,0.2604,0.0
779,5.417,0.0,201.0,0.2099,0.0117,0.1108,0.0,4.028,0.01,300.0,0.4077,0.1108,0.1823,0.0,0.815,0.0,17.0,0.1045,0.0,0.0896,0.0,1.457,0.0,42.0,0.1667,0.0649,0.1154,0.0
780,5.799,0.04,221.0,0.1831,0.0097,0.1157,0.0,2.076,0.01,114.0,0.3741,0.1014,0.1942,0.0,4.085,0.0,156.0,0.2036,0.012,0.1198,0.0,1.713,0.0,101.0,0.3561,0.0534,0.1742,0.0
781,6.784,0.0,264.0,0.2306,0.0284,0.1082,0.0,38.294,0.02,1939.0,0.092,0.0276,0.057,0.0,4.441,0.0,161.0,0.2628,0.0129,0.141,0.0,2.136,0.0,116.0,0.4143,0.1205,0.2151,0.0
782,2.718,0.0,98.0,0.2222,0.008,0.1032,0.0,1.475,0.02,84.0,0.3727,0.1468,0.2,0.0,12.062,0.0,489.0,0.1208,0.0,0.0825,0.0,1.263,0.0,52.0,0.3368,0.1809,0.2105,0.0
783,2.434,0.0,77.0,0.1717,0.0087,0.0944,0.0,2.432,0.0,111.0,0.4981,0.2317,0.2912,0.0,8.792,0.0,297.0,0.1389,0.0085,0.08,0.0,1.4,0.0,70.0,0.4384,0.1382,0.2466,0.0
784,1.394,1.65,27.0,0.0988,0.025,0.0741,0.0,5.114,0.01,290.0,0.4455,0.1119,0.1856,0.0,6.082,0.08,215.0,0.2135,0.0262,0.1042,0.0,1.37,0.03,76.0,0.4206,0.1604,0.2523,0.0
785,5.797,0.04,233.0,0.2257,0.0091,0.1174,0.0,1.296,0.0,84.0,0.2593,0.0746,0.1704,0.0,2.682,0.11,102.0,0.2133,0.0134,0.12,0.0,1.706,0.0,128.0,0.3354,0.0701,0.1835,0.0
786,1.694,0.02,64.0,0.1626,0.0164,0.0976,0.0,1.449,0.0,75.0,0.2063,0.008,0.1032,0.0,1.26,0.0,41.0,0.137,0.0184,0.1005,0.0,3.078,0.0,204.0,0.3385,0.0262,0.1406,0.0
787,3.924,0.0,148.0,0.2194,0.0,0.1097,0.0,2.458,0.0,164.0,0.4545,0.1176,0.2013,0.0,2.894,0.0,112.0,0.2162,0.0078,0.1158,0.0,1.263,0.0,78.0,0.3318,0.093,0.1475,0.0
788,7.297,0.0,284.0,0.1532,0.0045,0.1036,0.0,1.223,0.0,75.0,0.5773,0.2604,0.3402,0.0,6.748,0.0,253.0,0.1671,0.0049,0.1032,0.0,1.651,0.08,100.0,0.4384,0.1843,0.2557,0.0
789,0.993,0.05,22.0,0.0667,0.0084,0.0583,0.0,2.034,0.04,126.0,0.3584,0.0872,0.185,0.0,6.791,0.01,266.0,0.23,0.0235,0.1209,0.0,1.317,0.0,74.0,0.331,0.1597,0.2207,0.0
790,3.547,0.23,125.0,0.2155,0.0068,0.101,0.0,1.318,0.0,74.0,0.4783,0.2018,0.3043,0.0,3.794,0.06,132.0,0.2541,0.0066,0.0977,0.0,4.087,0.04,277.0,0.3857,0.1036,0.1704,0.0
791,7.097,0.0,296.0,0.2485,0.0158,0.1302,0.0,4.689,0.0,334.0,0.2852,0.0392,0.1289,0.0,7.549,0.0,298.0,0.2436,0.0197,0.1297,0.0,1.731,0.0,70.0,0.2276,0.0246,0.122,0.0
792,17.14,0.0,669.0,0.1635,0.0191,0.0892,0.0,3.441,0.73,232.0,0.5548,0.1483,0.2192,0.0,2.868,0.07,99.0,0.1988,0.0,0.1056,0.0,1.177,0.02,72.0,0.3416,0.1219,0.2206,0.0
793,4.886,1.37,189.0,0.2607,0.0238,0.1374,0.0,1.283,0.03,66.0,0.3258,0.084,0.1742,0.0,3.305,0.01,131.0,0.1994,0.0236,0.1114,0.0,1.55,0.01,107.0,0.4211,0.1391,0.2434,0.0
794,1.67,0.07,53.0,0.1475,0.0,0.0738,0.0,1.617,0.03,100.0,0.4,0.1343,0.2386,0.0,1.109,0.02,37.0,0.1511,0.0,0.1156,0.0,1.642,0.02,94.0,0.3943,0.0722,0.2079,0.0
795,2.063,0.02,65.0,0.1744,0.0,0.1047,0.0,2.549,0.0,141.0,0.3689,0.0496,0.1639,0.0,1.365,0.0,43.0,0.1806,0.0,0.0774,0.0,1.129,0.01,59.0,0.2561,0.0494,0.122,0.0
796,7.595,0.0,308.0,0.1948,0.008,0.1074,0.0,1.382,0.0,91.0,0.448,0.129,0.176,0.0,7.62,0.0,306.0,0.2076,0.024,0.0998,0.0,1.379,0.03,88.0,0.4777,0.2122,0.3077,0.0
797,11.117,0.0,465.0,0.123,0.0063,0.0694,0.0,1.261,0.0,71.0,0.4167,0.1684,0.25,0.0,1.286,0.0,13.0,0.0986,0.0143,0.0845,0.0,2.771,0.0,82.0,0.451,0.1485,0.2353,0.0
798,6.238,0.07,240.0,0.215,0.0,0.115,0.0,0.941,0.03,50.0,0.3441,0.1087,0.2043,0.0,1.031,0.03,23.0,0.087,0.0,0.0621,0.0,1.663,0.01,95.0,0.4655,0.1826,0.25,0.0
799,11.108,0.08,435.0,0.1449,0.0158,0.0787,0.0,1.397,0.05,83.0,0.3915,0.1373,0.2298,0.0,5.631,0.05,227.0,0.2115,0.0145,0.0962,0.0,1.727,0.02,128.0,0.4413,0.0789,0.1851,0.0
800,8.881,0.08,364.0,0.2691,0.0167,0.1229,0.0,2.564,0.03,163.0,0.508,0.1452,0.2995,0.0,15.002,0.1,658.0,0.1818,0.0257,0.0963,0.0,1.443,0.01,95.0,0.4106,0.1267,0.2848,0.0
801,2.52,0.0,108.0,0.2239,0.0,0.1269,0.0,1.126,0.0,73.0,0.3596,0.0973,0.2018,0.0,3.327,0.0,138.0,0.2382,0.0063,0.1129,0.0,1.152,0.0,61.0,0.3796,0.1215,0.2407,0.0
802,5.519,0.0,218.0,0.2069,0.0149,0.1034,0.0,1.041,0.01,51.0,0.385,0.1611,0.1972,0.0,6.685,0.0,246.0,0.1773,0.0,0.0909,0.0,1.215,0.03,64.0,0.4,0.1345,0.2133,0.0
803,1.426,0.0,41.0,0.1078,0.0099,0.0784,0.0,1.35,0.0,98.0,0.4202,0.102,0.1868,0.0,5.802,0.0,240.0,0.2118,0.0095,0.1176,0.0,1.621,0.0,118.0,0.4203,0.0876,0.2319,0.0
804,7.65,0.01,322.0,0.186,0.0114,0.0911,0.0,2.748,0.0,153.0,0.3063,0.1027,0.1802,0.0,5.082,0.0,192.0,0.2251,0.0211,0.1099,0.0,3.243,0.0,71.0,0.4274,0.1707,0.2903,0.0
805,7.058,0.22,301.0,0.215,0.0326,0.1217,0.0,2.12,0.02,113.0,0.5663,0.2527,0.3082,0.0,5.573,0.02,211.0,0.2512,0.0198,0.1232,0.0,2.055,0.0,154.0,0.5839,0.2,0.3106,0.0
806,5.863,0.22,231.0,0.2155,0.0,0.1053,0.0,1.652,0.01,108.0,0.2008,0.0084,0.0837,0.0,3.007,0.04,124.0,0.2418,0.0221,0.1026,0.0,2.186,0.02,149.0,0.2667,0.0141,0.1263,0.0
807,2.265,0.04,88.0,0.1613,0.0,0.1048,0.0,1.858,0.01,106.0,0.3731,0.0677,0.1642,0.0,3.487,0.0,142.0,0.2215,0.0255,0.1266,0.0,2.91,0.0,207.0,0.3781,0.0661,0.1644,0.0
808,4.404,0.0,159.0,0.1387,0.0074,0.0949,0.0,1.559,0.0,92.0,0.2796,0.0652,0.1613,0.0,4.836,0.0,157.0,0.1805,0.0218,0.1155,0.0,2.553,0.0,147.0,0.4065,0.1148,0.1951,0.0
809,17.116,0.0,738.0,0.0805,0.0069,0.0506,0.0,24.282,0.03,557.0,0.0613,0.004,0.0375,0.0,3.152,0.0,116.0,0.1351,0.0182,0.0811,0.0,4.731,0.0,301.0,0.2957,0.0504,0.1454,0.0
810,4.96,0.0,169.0,0.1851,0.018,0.1194,0.0,1.785,0.02,90.0,0.4395,0.1538,0.2152,0.0,1.705,0.02,53.0,0.1354,0.0316,0.0729,0.0,2.579,0.0,167.0,0.4651,0.0936,0.1927,0.0
811,3.987,0.0,140.0,0.1699,0.0098,0.0922,0.0,1.703,0.0,88.0,0.2816,0.0983,0.1667,0.0,5.453,0.0,236.0,0.1984,0.008,0.1071,0.0,2.082,0.0,81.0,0.408,0.1503,0.2414,0.0
812,1.551,0.0,53.0,0.1417,0.0159,0.0866,0.0,1.636,0.0,83.0,0.3564,0.0733,0.1891,0.0,1.326,0.03,43.0,0.1088,0.0084,0.0921,0.0,2.021,0.0,122.0,0.4214,0.1139,0.2516,0.0
813,4.73,0.02,190.0,0.2276,0.0163,0.1301,0.0,1.879,0.0,118.0,0.4207,0.1041,0.2804,0.0,17.389,0.0,691.0,0.1326,0.0177,0.0862,0.0,1.854,0.01,116.0,0.3296,0.0755,0.1573,0.0
814,3.706,0.07,145.0,0.2326,0.0117,0.1163,0.0,1.425,0.01,85.0,0.3529,0.1407,0.2426,0.0,2.896,0.13,107.0,0.186,0.0201,0.093,0.0,1.179,0.0,75.0,0.3516,0.1181,0.1797,0.0
815,2.13,0.03,71.0,0.1565,0.0,0.0957,0.0,4.931,0.0,351.0,0.383,0.1165,0.1431,0.0,3.886,0.0,138.0,0.1677,0.0,0.0903,0.0,2.113,0.0,112.0,0.6008,0.2375,0.3726,0.0
816,6.971,0.0,164.0,0.1806,0.0168,0.1003,0.0,3.685,0.07,193.0,0.461,0.1597,0.272,0.0,5.078,0.04,185.0,0.199,0.0098,0.1077,0.0,1.352,0.03,68.0,0.1783,0.0597,0.1189,0.0
817,13.004,0.09,516.0,0.1834,0.0153,0.1096,0.0,1.808,0.03,96.0,0.4531,0.1498,0.2006,0.0,7.191,0.35,279.0,0.2415,0.0152,0.117,0.0,2.029,0.0,134.0,0.4464,0.0933,0.1797,0.0
818,7.711,0.06,292.0,0.1952,0.012,0.0956,0.0,1.858,0.01,105.0,0.5299,0.2256,0.291,0.0,4.619,0.02,164.0,0.2087,0.0175,0.1275,0.0,2.095,0.02,129.0,0.5329,0.2021,0.2768,0.0
819,3.367,0.05,136.0,0.2139,0.0108,0.0963,0.0,6.52,0.05,406.0,0.4606,0.1297,0.1798,0.0,1.362,0.07,44.0,0.1852,0.0149,0.1111,0.0,2.333,0.0,50.0,0.2263,0.0588,0.1533,0.0
820,2.479,0.0,57.0,0.1361,0.0,0.0942,0.0,1.573,0.0,43.0,0.3625,0.1139,0.225,0.0,5.966,0.0,153.0,0.1931,0.0069,0.0897,0.0,3.142,1.72,135.0,0.4141,0.126,0.2031,0.0
821,2.907,1.7,113.0,0.2389,0.0206,0.1229,0.0,7.0,0.08,354.0,0.2885,0.0313,0.1365,0.0,5.39,0.04,203.0,0.2176,0.0104,0.1088,0.0,1.481,0.01,87.0,0.3936,0.0972,0.2169,0.0
822,1.687,0.08,41.0,0.0974,0.0,0.0599,0.0,1.806,0.03,131.0,0.3257,0.0575,0.1486,0.0,8.929,0.07,368.0,0.2067,0.0255,0.1145,0.0,2.006,0.0,86.0,0.2997,0.0852,0.1564,0.0
823,8.04,0.02,298.0,0.1815,0.0158,0.1144,0.0,1.341,0.01,81.0,0.4255,0.206,0.2809,0.0,5.627,0.04,207.0,0.2416,0.0258,0.1285,0.0,0.954,0.03,60.0,0.3256,0.0751,0.214,0.0
824,3.047,0.02,118.0,0.1697,0.0074,0.1033,0.0,1.344,0.02,74.0,0.4744,0.216,0.3442,0.0,5.218,0.0,189.0,0.1853,0.011,0.0981,0.0,1.406,0.01,92.0,0.4034,0.1645,0.1974,0.0
825,1.832,0.0,58.0,0.149,0.0079,0.0863,0.0,1.784,0.0,120.0,0.4142,0.0977,0.1877,0.0,2.353,0.0,88.0,0.2076,0.0139,0.1315,0.0,4.235,0.0,341.0,0.3321,0.053,0.1434,0.0
826,9.643,0.0,380.0,0.1687,0.0104,0.0826,0.0,1.027,0.0,51.0,0.2667,0.0769,0.1524,0.0,6.031,0.0,227.0,0.2129,0.005,0.1089,0.0,2.16,0.02,132.0,0.4203,0.1297,0.2102,0.0
827,1.799,0.46,50.0,0.0969,0.0,0.0761,0.0,1.438,0.05,79.0,0.2774,0.0844,0.1742,0.0,4.414,0.22,158.0,0.2341,0.0196,0.1268,0.0,2.799,0.02,202.0,0.3632,0.0647,0.1977,0.0
828,1.76,0.01,61.0,0.1281,0.0,0.0788,0.0,1.56,0.01,83.0,0.5315,0.1364,0.2342,0.0,2.241,0.04,82.0,0.1909,0.0,0.1,0.0,1.909,0.0,118.0,0.6023,0.1946,0.3475,0.0
829,5.144,0.0,186.0,0.2126,0.0198,0.1102,0.0,2.703,0.0,180.0,0.2579,0.034,0.1226,0.0,3.504,0.0,131.0,0.1814,0.0273,0.1088,0.0,1.199,0.0,70.0,0.2637,0.1105,0.1374,0.0
830,8.083,0.0,325.0,0.2004,0.0193,0.1233,0.0,1.304,0.0,77.0,0.3932,0.1207,0.2479,0.0,2.65,0.0,92.0,0.2016,0.0156,0.1163,0.0,0.854,0.0,44.0,0.2613,0.0914,0.1608,0.0
831,0.891,0.04,15.0,0.0227,0.0,0.0227,0.0,2.494,0.06,124.0,0.5053,0.1837,0.2596,0.0,12.152,0.34,462.0,0.1479,0.0178,0.0858,0.0,1.715,0.0,100.0,0.4462,0.155,0.2385,0.0
832,0.985,0.05,18.0,0.1,0.0253,0.075,0.0,1.37,0.0,76.0,0.4286,0.1923,0.2667,0.0,3.086,0.0,117.0,0.2132,0.0222,0.1103,0.0,1.592,0.0,108.0,0.4754,0.0992,0.1885,0.0
833,1.373,0.0,49.0,0.1091,0.0,0.0727,0.0,1.99,0.0,131.0,0.4548,0.1481,0.2609,0.0,4.57,0.0,178.0,0.2234,0.0164,0.1253,0.0,1.658,0.0,109.0,0.3841,0.1168,0.2101,0.0
834,1.821,0.0,66.0,0.1571,0.0106,0.0942,0.0,1.457,0.0,59.0,0.3103,0.1163,0.1839,0.0,1.605,0.0,56.0,0.1348,0.0,0.1011,0.0,1.556,0.02,93.0,0.3524,0.1346,0.181,0.0
835,1.445,0.05,51.0,0.1667,0.0198,0.0882,0.0,1.354,0.02,78.0,0.4935,0.1747,0.3117,0.0,1.167,0.0,38.0,0.1376,0.0,0.0847,0.0,4.185,0.02,289.0,0.4469,0.1467,0.2345,0.0
836,3.557,0.04,151.0,0.2171,0.0066,0.1053,0.0,2.175,0.0,130.0,0.4797,0.1338,0.2288,0.0,6.289,0.0,228.0,0.2074,0.0149,0.0938,0.0,2.421,0.01,138.0,0.461,0.1357,0.2553,0.0
837,1.098,0.0,36.0,0.1325,0.0,0.0482,0.0,1.384,0.0,80.0,0.3828,0.0966,0.1531,0.0,1.396,0.0,47.0,0.1326,0.0112,0.0884,0.0,2.119,0.0,116.0,0.2645,0.0583,0.1157,0.0
838,5.903,0.04,245.0,0.234,0.0267,0.117,0.0,2.161,0.0,141.0,0.4392,0.1186,0.2353,0.0,6.689,0.0,239.0,0.2,0.0265,0.1158,0.0,2.743,0.0,142.0,0.4788,0.0856,0.2008,0.0
839,2.181,0.0,68.0,0.1752,0.0,0.1022,0.0,1.684,0.02,100.0,0.3659,0.2099,0.3049,0.0,7.769,0.0,311.0,0.1032,0.0049,0.0786,0.0,1.672,0.0,122.0,0.3351,0.0874,0.173,0.0
840,1.851,0.27,66.0,0.1397,0.0,0.1029,0.0,1.358,0.0,60.0,0.278,0.1167,0.139,0.0,5.563,0.0,239.0,0.2555,0.0177,0.1233,0.0,2.479,0.0,166.0,0.4457,0.1148,0.2283,0.0
841,1.252,0.0,32.0,0.1241,0.0,0.1103,0.0,1.27,0.0,74.0,0.5326,0.1978,0.2283,0.0,8.987,0.04,342.0,0.1619,0.0163,0.0972,0.0,1.405,0.0,86.0,0.4742,0.1042,0.1959,0.0
842,22.24,0.0,939.0,0.0769,0.0035,0.0507,0.0,1.396,0.02,89.0,0.4811,0.1619,0.283,0.0,4.025,0.0,155.0,0.1554,0.0068,0.0743,0.0,2.183,0.01,155.0,0.4964,0.1812,0.2878,0.0
843,1.302,0.02,33.0,0.0922,0.0093,0.0737,0.0,1.672,0.0,103.0,0.4735,0.1281,0.212,0.0,10.874,0.0,427.0,0.1649,0.0211,0.099,0.0,1.954,0.0,129.0,0.4595,0.1238,0.1812,0.0
844,5.707,0.0,217.0,0.176,0.0059,0.1173,0.0,0.944,0.0,47.0,0.3378,0.1233,0.2432,0.0,5.766,0.0,230.0,0.1897,0.0218,0.1192,0.0,1.656,0.0,82.0,0.3913,0.0879,0.2065,0.0
845,6.624,0.0,227.0,0.2071,0.0102,0.096,0.0,2.38,0.0,155.0,0.3771,0.0475,0.1616,0.0,2.606,0.02,103.0,0.192,0.0081,0.104,0.0,1.548,0.02,91.0,0.3362,0.0609,0.181,0.0
846,1.041,0.0,23.0,0.0741,0.0,0.0635,0.0,1.452,0.06,94.0,0.3937,0.1111,0.2047,0.0,3.814,0.04,149.0,0.2216,0.012,0.0838,0.0,1.365,0.01,87.0,0.4516,0.1138,0.2661,0.0
847,1.341,0.0,42.0,0.1373,0.0,0.098,0.0,1.979,0.0,111.0,0.2874,0.0698,0.1609,0.0,7.606,0.0,279.0,0.1008,0.0107,0.0796,0.0,1.914,0.0,119.0,0.375,0.1379,0.2045,0.0
848,1.389,0.03,39.0,0.0876,0.0,0.0637,0.0,1.472,0.0,81.0,0.3529,0.1324,0.2007,0.0,8.241,0.0,329.0,0.1901,0.0141,0.1092,0.0,3.159,0.0,229.0,0.4591,0.1416,0.2227,0.0
849,1.929,0.0,61.0,0.1221,0.0,0.0939,0.0,10.084,0.0,540.0,0.1781,0.0469,0.1139,0.0,2.321,0.04,87.0,0.1441,0.0085,0.0932,0.0,1.117,0.2,63.0,0.3627,0.099,0.2059,0.0
850,5.323,0.0,218.0,0.2256,0.0103,0.1128,0.0,1.117,0.02,70.0,0.3744,0.0922,0.21,0.0,7.169,0.26,269.0,0.214,0.0132,0.1092,0.0,1.258,0.0,77.0,0.354,0.125,0.2124,0.0
